
---------- Begin Simulation Statistics ----------
simSeconds                                   0.062176                       # Number of seconds simulated (Second)
simTicks                                  62175829000                       # Number of ticks simulated (Tick)
finalTick                                 62335016000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    873.23                       # Real time elapsed on the host (Second)
hostTickRate                                 71202475                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     923160                       # Number of bytes of host memory used (Byte)
simInsts                                    169334445                       # Number of instructions simulated (Count)
simOps                                      258654408                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   193918                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     296206                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        124351658                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       434131168                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       28                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      374543468                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 392303                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            175649108                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         315340235                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  18                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           123648367                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.029102                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.515346                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::SimdFloatMultAcc             0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatSqrt                0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdReduceAdd                0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdReduceAlu                0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdReduceCmp                0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatReduceAdd            0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatReduceCmp            0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAes                      0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAesMix                   0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha1Hash                 0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha1Hash2                0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha256Hash               0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha256Hash2              0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShaSigma2                0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShaSigma3                0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdPredAlu                  0      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::MemRead                3542189     94.61%     94.61% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::MemWrite                201632      5.39%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMemRead                 9      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMemWrite               10      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu.statIssuedInstType_0::No_OpClass        10201      0.00%      0.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IntAlu     222595245     59.43%     59.43% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IntMult      1502006      0.40%     59.83% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IntDiv          2123      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatAdd          708      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatCmp            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatCvt           16      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMult            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMultAcc            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatDiv            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMisc            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatSqrt            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAdd            4      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAddAcc            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAlu         4017      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdCmp            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdCvt         5245      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMisc         7512      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMult            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMultAcc            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShift            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShiftAcc            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdDiv            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSqrt            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatAdd            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatAlu            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatCmp            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatCvt            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatDiv            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMisc            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMult            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMultAcc            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatSqrt            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceAdd            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceAlu            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceCmp            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatReduceAdd            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatReduceCmp            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAes            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAesMix            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha1Hash            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha1Hash2            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha256Hash            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha256Hash2            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShaSigma2            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShaSigma3            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdPredAlu            0      0.00%     59.84% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemRead    124562164     33.26%     93.10% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemWrite     25848023      6.90%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemRead         4758      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemWrite         1446      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::total      374543468                       # Number of instructions issued per FU type, per thread (Count)
system.cpu.issueRate                         3.011970                       # Inst issue rate ((Count/Cycle))
system.cpu.fuBusy                             3744148                       # FU busy when requested (Count)
system.cpu.fuBusyRate                        0.009997                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu.intInstQueueReads                876818177                       # Number of integer instruction queue reads (Count)
system.cpu.intInstQueueWrites               609758074                       # Number of integer instruction queue writes (Count)
system.cpu.intInstQueueWakeupAccesses       361281522                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu.fpInstQueueReads                     53576                       # Number of floating instruction queue reads (Count)
system.cpu.fpInstQueueWrites                    27688                       # Number of floating instruction queue writes (Count)
system.cpu.fpInstQueueWakeupAccesses            25921                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu.vecInstQueueReads                        0                       # Number of vector instruction queue reads (Count)
system.cpu.vecInstQueueWrites                       0                       # Number of vector instruction queue writes (Count)
system.cpu.vecInstQueueWakeupAccesses               0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu.intAluAccesses                   378250468                       # Number of integer alu accesses (Count)
system.cpu.fpAluAccesses                        26947                       # Number of floating point alu accesses (Count)
system.cpu.vecAluAccesses                           0                       # Number of vector alu accesses (Count)
system.cpu.numInsts                         367742513                       # Number of executed instructions (Count)
system.cpu.numLoadInsts                     121210923                       # Number of load instructions executed (Count)
system.cpu.numSquashedInsts                   6800954                       # Number of squashed instructions skipped in execute (Count)
system.cpu.numSwp                                   0                       # Number of swp insts executed (Count)
system.cpu.numNop                                   0                       # Number of nop insts executed (Count)
system.cpu.numRefs                          145875592                       # Number of memory reference insts executed (Count)
system.cpu.numBranches                       21791736                       # Number of branches executed (Count)
system.cpu.numStoreInsts                     24664669                       # Number of stores executed (Count)
system.cpu.numRate                           2.957279                       # Inst execution rate ((Count/Cycle))
system.cpu.timesIdled                           17542                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                          703291                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.committedInsts                   169239831                       # Number of Instructions Simulated (Count)
system.cpu.committedOps                     258482080                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.cpi                               0.734766                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          0.734766                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               1.360978                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          1.360978                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                  432954995                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                 301115875                       # Number of integer regfile writes (Count)
system.cpu.fpRegfileReads                       44178                       # Number of floating regfile reads (Count)
system.cpu.fpRegfileWrites                      21854                       # Number of floating regfile writes (Count)
system.cpu.ccRegfileReads                    84846305                       # number of cc regfile reads (Count)
system.cpu.ccRegfileWrites                  116004917                       # number of cc regfile writes (Count)
system.cpu.miscRegfileReads                 198362895                       # number of misc regfile reads (Count)
system.cpu.miscRegfileWrites                        9                       # number of misc regfile writes (Count)
system.cpu.MemDepUnit__0.insertedLoads      139647092                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores      32127991                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads     48964835                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores     11952624                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups                34102208                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted          27857190                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect           2462488                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups             22818870                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBHits                22817728                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.999950                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                 1248559                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect               1849                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups            4941                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits               4448                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses              493                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted           56                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.loop_predictor.correct      9127748                       # Number of times the loop predictor is the provider and the prediction is correct (Count)
system.cpu.branchPred.loop_predictor.wrong      5100025                       # Number of times the loop predictor is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.longestMatchProviderCorrect     11004578                       # Number of times TAGE Longest Match is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.altMatchProviderCorrect       543219                       # Number of times TAGE Alt Match is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.bimodalAltMatchProviderCorrect         8576                       # Number of times TAGE Alt Match is the bimodal and it is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.bimodalProviderCorrect       219035                       # Number of times there are no hits on the TAGE tables and the bimodal prediction is correct (Count)
system.cpu.branchPred.tage.longestMatchProviderWrong      2010730                       # Number of times TAGE Longest Match is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.altMatchProviderWrong       335342                       # Number of times TAGE Alt Match is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.bimodalAltMatchProviderWrong         7193                       # Number of times TAGE Alt Match is the bimodal and it is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.bimodalProviderWrong         1004                       # Number of times there are no hits on the TAGE tables and the bimodal prediction is wrong (Count)
system.cpu.branchPred.tage.altMatchProviderWouldHaveHit       624314                       # Number of times TAGE Longest Match is the provider, the prediction is wrong and Alt Match prediction was correct (Count)
system.cpu.branchPred.tage.longestMatchProviderWouldHaveHit       192702                       # Number of times TAGE Alt Match is the provider, the prediction is wrong and Longest Match prediction was correct (Count)
system.cpu.branchPred.tage.longestMatchProvider::0            0                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::1       507454                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::2      1268004                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::3      4599623                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::4      5008224                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::5      1284748                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::6       373043                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::7       102675                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::8       109531                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::9        99957                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::10       155820                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::11        67911                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::12       316879                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.altMatchProvider::0      1029402                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::1      1583283                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::2      4019624                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::3      5711897                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::4       931866                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::5       270924                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::6       161411                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::7        30538                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::8         2082                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::9         4854                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::10        55678                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::11        92310                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::12            0                       # TAGE provider for alt match (Count)
system.cpu.commit.commitSquashedInsts       175633987                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls              10                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts           2461842                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples    100365170                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     2.575416                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     3.024626                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0        33123341     33.00%     33.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1        21975455     21.90%     54.90% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2        13028693     12.98%     67.88% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3         6291082      6.27%     74.15% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4         1887991      1.88%     76.03% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5          925662      0.92%     76.95% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6         2162941      2.16%     79.11% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7         1341967      1.34%     80.44% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8        19628038     19.56%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
